n_hor,n_ver,n_tot,eta,S
4,348,352,0.6875,-0.97727273
2,347,349,0.68164062,-0.98853868
0,350,350,0.68359375,-1
4,344,348,0.6796875,-0.97701149
6,359,365,0.71289062,-0.96712329
2,353,355,0.69335938,-0.98873239
2,355,357,0.69726562,-0.98879552
0,337,337,0.65820312,-1
0,353,353,0.68945312,-1
28,318,346,0.67578125,-0.83815029
9,336,345,0.67382812,-0.94782609
14,332,346,0.67578125,-0.91907514
38,305,343,0.66992188,-0.77842566
8,345,353,0.68945312,-0.95467422
5,348,353,0.68945312,-0.97167139
23,321,344,0.671875,-0.86627907
25,316,341,0.66601562,-0.85337243
12,338,350,0.68359375,-0.93142857
8,339,347,0.67773438,-0.95389049
0,358,358,0.69921875,-1
5,353,358,0.69921875,-0.97206704
13,339,352,0.6875,-0.92613636
8,341,349,0.68164062,-0.95415473
8,340,348,0.6796875,-0.95402299
1,345,346,0.67578125,-0.99421965
5,343,348,0.6796875,-0.97126437
1,347,348,0.6796875,-0.99425287
9,348,357,0.69726562,-0.94957983
16,337,353,0.68945312,-0.90934844
6,340,346,0.67578125,-0.96531792
4,356,360,0.703125,-0.97777778
11,345,356,0.6953125,-0.93820225
23,321,344,0.671875,-0.86627907
8,343,351,0.68554688,-0.95441595
2,353,355,0.69335938,-0.98873239
1,352,353,0.68945312,-0.99433428
17,327,344,0.671875,-0.90116279
34,316,350,0.68359375,-0.80571429
22,328,350,0.68359375,-0.87428571
10,337,347,0.67773438,-0.94236311
0,361,361,0.70507812,-1
3,340,343,0.66992188,-0.98250729
7,339,346,0.67578125,-0.95953757
3,352,355,0.69335938,-0.98309859
19,328,347,0.67773438,-0.89048991
6,344,350,0.68359375,-0.96571429
0,360,360,0.703125,-1
10,332,342,0.66796875,-0.94152047
2,344,346,0.67578125,-0.98843931
17,322,339,0.66210938,-0.89970501
10,335,345,0.67382812,-0.94202899
24,327,351,0.68554688,-0.86324786
12,326,338,0.66015625,-0.92899408
10,336,346,0.67578125,-0.94219653
14,334,348,0.6796875,-0.91954023
10,334,344,0.671875,-0.94186047
0,359,359,0.70117188,-1
5,344,349,0.68164062,-0.9713467
6,335,341,0.66601562,-0.96480938
0,361,361,0.70507812,-1
8,339,347,0.67773438,-0.95389049
9,343,352,0.6875,-0.94886364
3,348,351,0.68554688,-0.98290598
0,349,349,0.68164062,-1
1,360,361,0.70507812,-0.99445983
2,351,353,0.68945312,-0.98866856
3,353,356,0.6953125,-0.98314607
7,336,343,0.66992188,-0.95918367
10,344,354,0.69140625,-0.94350282
14,337,351,0.68554688,-0.92022792
23,316,339,0.66210938,-0.86430678
25,323,348,0.6796875,-0.85632184
27,326,353,0.68945312,-0.8470255
46,294,340,0.6640625,-0.72941176
17,334,351,0.68554688,-0.9031339
30,311,341,0.66601562,-0.82404692
25,318,343,0.66992188,-0.85422741
27,316,343,0.66992188,-0.8425656
44,303,347,0.67773438,-0.74639769
27,318,345,0.67382812,-0.84347826
29,316,345,0.67382812,-0.83188406
27,324,351,0.68554688,-0.84615385
19,335,354,0.69140625,-0.89265537
4,351,355,0.69335938,-0.97746479
9,338,347,0.67773438,-0.9481268
9,341,350,0.68359375,-0.94857143
6,336,342,0.66796875,-0.96491228
30,311,341,0.66601562,-0.82404692
29,315,344,0.671875,-0.83139535
17,338,355,0.69335938,-0.90422535
23,324,347,0.67773438,-0.86743516
7,345,352,0.6875,-0.96022727
7,334,341,0.66601562,-0.95894428
10,348,358,0.69921875,-0.94413408
4,334,338,0.66015625,-0.97633136
13,327,340,0.6640625,-0.92352941
15,333,348,0.6796875,-0.9137931
1,336,337,0.65820312,-0.99406528
22,325,347,0.67773438,-0.87319885
5,340,345,0.67382812,-0.97101449
4,346,350,0.68359375,-0.97714286
1,351,352,0.6875,-0.99431818
6,347,353,0.68945312,-0.96600567
27,316,343,0.66992188,-0.8425656
7,335,342,0.66796875,-0.95906433
4,347,351,0.68554688,-0.97720798
1,339,340,0.6640625,-0.99411765
5,340,345,0.67382812,-0.97101449
43,305,348,0.6796875,-0.75287356
34,304,338,0.66015625,-0.79881657
43,287,330,0.64453125,-0.73939394
39,308,347,0.67773438,-0.77521614
15,323,338,0.66015625,-0.9112426
0,344,344,0.671875,-1
8,355,363,0.70898438,-0.95592287
4,335,339,0.66210938,-0.97640118
0,342,342,0.66796875,-1
4,361,365,0.71289062,-0.97808219
5,341,346,0.67578125,-0.97109827
13,340,353,0.68945312,-0.92634561
6,351,357,0.69726562,-0.96638655
5,332,337,0.65820312,-0.97032641
12,333,345,0.67382812,-0.93043478
0,354,354,0.69140625,-1
0,362,362,0.70703125,-1
3,340,343,0.66992188,-0.98250729
1,352,353,0.68945312,-0.99433428
4,354,358,0.69921875,-0.97765363
4,338,342,0.66796875,-0.97660819
0,350,350,0.68359375,-1
3,343,346,0.67578125,-0.98265896
0,350,350,0.68359375,-1
1,350,351,0.68554688,-0.99430199
4,352,356,0.6953125,-0.97752809
10,338,348,0.6796875,-0.94252874
15,340,355,0.69335938,-0.91549296
17,331,348,0.6796875,-0.90229885
0,354,354,0.69140625,-1
11,327,338,0.66015625,-0.93491124
10,344,354,0.69140625,-0.94350282
8,354,362,0.70703125,-0.9558011
6,353,359,0.70117188,-0.96657382
12,339,351,0.68554688,-0.93162393
3,343,346,0.67578125,-0.98265896
21,320,341,0.66601562,-0.87683284
15,323,338,0.66015625,-0.9112426
15,342,357,0.69726562,-0.91596639
3,346,349,0.68164062,-0.98280802
3,349,352,0.6875,-0.98295455
12,334,346,0.67578125,-0.93063584
0,353,353,0.68945312,-1
3,341,344,0.671875,-0.98255814
18,318,336,0.65625,-0.89285714
25,309,334,0.65234375,-0.8502994
30,308,338,0.66015625,-0.82248521
13,330,343,0.66992188,-0.92419825
3,353,356,0.6953125,-0.98314607
22,327,349,0.68164062,-0.8739255
32,314,346,0.67578125,-0.8150289
22,323,345,0.67382812,-0.87246377
1,352,353,0.68945312,-0.99433428
1,345,346,0.67578125,-0.99421965
6,350,356,0.6953125,-0.96629213
1,346,347,0.67773438,-0.99423631
9,341,350,0.68359375,-0.94857143
16,328,344,0.671875,-0.90697674
25,323,348,0.6796875,-0.85632184
26,311,337,0.65820312,-0.84569733
19,328,347,0.67773438,-0.89048991
1,353,354,0.69140625,-0.99435028
10,345,355,0.69335938,-0.94366197
8,343,351,0.68554688,-0.95441595
2,351,353,0.68945312,-0.98866856
0,347,347,0.67773438,-1
5,337,342,0.66796875,-0.97076023
6,341,347,0.67773438,-0.96541787
0,351,351,0.68554688,-1
12,338,350,0.68359375,-0.93142857
9,332,341,0.66601562,-0.94721408
13,328,341,0.66601562,-0.92375367
1,364,365,0.71289062,-0.99452055
14,322,336,0.65625,-0.91666667
22,317,339,0.66210938,-0.87020649
18,329,347,0.67773438,-0.8962536
0,345,345,0.67382812,-1
1,345,346,0.67578125,-0.99421965
14,333,347,0.67773438,-0.91930836
5,345,350,0.68359375,-0.97142857
5,348,353,0.68945312,-0.97167139
6,350,356,0.6953125,-0.96629213
16,332,348,0.6796875,-0.90804598
13,335,348,0.6796875,-0.92528736
14,333,347,0.67773438,-0.91930836
23,327,350,0.68359375,-0.86857143
29,312,341,0.66601562,-0.82991202
68,280,348,0.6796875,-0.6091954
87,250,337,0.65820312,-0.48367953
105,235,340,0.6640625,-0.38235294
91,257,348,0.6796875,-0.47701149
91,253,344,0.671875,-0.47093023
125,206,331,0.64648438,-0.24471299
117,224,341,0.66601562,-0.31378299
110,240,350,0.68359375,-0.37142857
97,250,347,0.67773438,-0.44092219
108,225,333,0.65039062,-0.35135135
95,257,352,0.6875,-0.46022727
74,272,346,0.67578125,-0.57225434
44,300,344,0.671875,-0.74418605
11,336,347,0.67773438,-0.93659942
36,314,350,0.68359375,-0.79428571
72,277,349,0.68164062,-0.58739255
38,310,348,0.6796875,-0.7816092
36,302,338,0.66015625,-0.78698225
19,342,361,0.70507812,-0.89473684
0,353,353,0.68945312,-1
2,350,352,0.6875,-0.98863636
0,348,348,0.6796875,-1
3,347,350,0.68359375,-0.98285714
5,360,365,0.71289062,-0.97260274
11,341,352,0.6875,-0.9375
7,356,363,0.70898438,-0.96143251
11,339,350,0.68359375,-0.93714286
24,333,357,0.69726562,-0.86554622
16,333,349,0.68164062,-0.90830946
4,343,347,0.67773438,-0.97694524
2,342,344,0.671875,-0.98837209
0,349,349,0.68164062,-1
10,344,354,0.69140625,-0.94350282
5,351,356,0.6953125,-0.97191011
0,347,347,0.67773438,-1
7,342,349,0.68164062,-0.95988539
3,343,346,0.67578125,-0.98265896
2,344,346,0.67578125,-0.98843931
4,351,355,0.69335938,-0.97746479
6,348,354,0.69140625,-0.96610169
10,338,348,0.6796875,-0.94252874
6,333,339,0.66210938,-0.96460177
8,332,340,0.6640625,-0.95294118
16,316,332,0.6484375,-0.90361446
5,344,349,0.68164062,-0.9713467
4,332,336,0.65625,-0.97619048
4,330,334,0.65234375,-0.9760479
2,341,343,0.66992188,-0.98833819
0,355,355,0.69335938,-1
6,350,356,0.6953125,-0.96629213
7,341,348,0.6796875,-0.95977011
1,353,354,0.69140625,-0.99435028
3,346,349,0.68164062,-0.98280802
3,333,336,0.65625,-0.98214286
0,355,355,0.69335938,-1
3,347,350,0.68359375,-0.98285714
11,344,355,0.69335938,-0.93802817
5,352,357,0.69726562,-0.9719888
10,335,345,0.67382812,-0.94202899
2,341,343,0.66992188,-0.98833819
0,357,357,0.69726562,-1
14,331,345,0.67382812,-0.91884058
15,349,364,0.7109375,-0.91758242
16,340,356,0.6953125,-0.91011236
16,331,347,0.67773438,-0.90778098
25,319,344,0.671875,-0.85465116
27,321,348,0.6796875,-0.84482759
10,341,351,0.68554688,-0.94301994
4,343,347,0.67773438,-0.97694524
8,338,346,0.67578125,-0.95375723
2,353,355,0.69335938,-0.98873239
27,314,341,0.66601562,-0.84164223
23,315,338,0.66015625,-0.86390533
10,337,347,0.67773438,-0.94236311
14,333,347,0.67773438,-0.91930836
1,340,341,0.66601562,-0.9941349
6,351,357,0.69726562,-0.96638655
6,342,348,0.6796875,-0.96551724
10,337,347,0.67773438,-0.94236311
39,315,354,0.69140625,-0.77966102
47,288,335,0.65429688,-0.71940299
25,323,348,0.6796875,-0.85632184
35,303,338,0.66015625,-0.79289941
0,361,361,0.70507812,-1
15,337,352,0.6875,-0.91477273
11,332,343,0.66992188,-0.93586006
8,351,359,0.70117188,-0.95543175
14,336,350,0.68359375,-0.92
33,311,344,0.671875,-0.80813953
18,329,347,0.67773438,-0.8962536
14,338,352,0.6875,-0.92045455
3,350,353,0.68945312,-0.98300283
10,344,354,0.69140625,-0.94350282
9,353,362,0.70703125,-0.95027624
8,337,345,0.67382812,-0.95362319
14,339,353,0.68945312,-0.92067989
20,331,351,0.68554688,-0.88603989
21,316,337,0.65820312,-0.87537092
16,343,359,0.70117188,-0.91086351
6,337,343,0.66992188,-0.96501458
4,349,353,0.68945312,-0.97733711
0,347,347,0.67773438,-1
1,354,355,0.69335938,-0.9943662
31,320,351,0.68554688,-0.82336182
47,295,342,0.66796875,-0.7251462
45,307,352,0.6875,-0.74431818
28,322,350,0.68359375,-0.84
41,311,352,0.6875,-0.76704545
19,333,352,0.6875,-0.89204545
0,358,358,0.69921875,-1
29,320,349,0.68164062,-0.83381089
17,328,345,0.67382812,-0.90144928
0,348,348,0.6796875,-1
1,344,345,0.67382812,-0.9942029
4,344,348,0.6796875,-0.97701149
4,347,351,0.68554688,-0.97720798
6,338,344,0.671875,-0.96511628
3,337,340,0.6640625,-0.98235294
15,322,337,0.65820312,-0.91097923
19,337,356,0.6953125,-0.89325843
6,353,359,0.70117188,-0.96657382
7,335,342,0.66796875,-0.95906433
13,342,355,0.69335938,-0.92676056
6,346,352,0.6875,-0.96590909
15,339,354,0.69140625,-0.91525424
8,341,349,0.68164062,-0.95415473
7,351,358,0.69921875,-0.96089385
4,335,339,0.66210938,-0.97640118
1,339,340,0.6640625,-0.99411765
3,353,356,0.6953125,-0.98314607
4,339,343,0.66992188,-0.97667638
18,310,328,0.640625,-0.8902439
12,336,348,0.6796875,-0.93103448
16,338,354,0.69140625,-0.90960452
1,349,350,0.68359375,-0.99428571
5,344,349,0.68164062,-0.9713467
5,347,352,0.6875,-0.97159091
0,357,357,0.69726562,-1
1,367,368,0.71875,-0.99456522
1,344,345,0.67382812,-0.9942029
18,345,363,0.70898438,-0.90082645
9,340,349,0.68164062,-0.94842407
2,343,345,0.67382812,-0.9884058
10,340,350,0.68359375,-0.94285714
5,343,348,0.6796875,-0.97126437
23,328,351,0.68554688,-0.86894587
7,341,348,0.6796875,-0.95977011
14,337,351,0.68554688,-0.92022792
20,345,365,0.71289062,-0.89041096
8,343,351,0.68554688,-0.95441595
13,345,358,0.69921875,-0.9273743
8,337,345,0.67382812,-0.95362319
20,327,347,0.67773438,-0.88472622
10,352,362,0.70703125,-0.94475138
26,297,323,0.63085938,-0.83900929
2,341,343,0.66992188,-0.98833819
1,352,353,0.68945312,-0.99433428
5,360,365,0.71289062,-0.97260274
19,318,337,0.65820312,-0.88724036
35,317,352,0.6875,-0.80113636
32,317,349,0.68164062,-0.81661891
41,306,347,0.67773438,-0.76368876
50,298,348,0.6796875,-0.71264368
26,316,342,0.66796875,-0.84795322
36,306,342,0.66796875,-0.78947368
44,299,343,0.66992188,-0.74344023
15,340,355,0.69335938,-0.91549296
11,340,351,0.68554688,-0.93732194
11,345,356,0.6953125,-0.93820225
20,327,347,0.67773438,-0.88472622
15,325,340,0.6640625,-0.91176471
33,310,343,0.66992188,-0.80758017
25,332,357,0.69726562,-0.85994398
24,318,342,0.66796875,-0.85964912
0,348,348,0.6796875,-1
2,339,341,0.66601562,-0.98826979
0,351,351,0.68554688,-1
2,348,350,0.68359375,-0.98857143
1,359,360,0.703125,-0.99444444
0,349,349,0.68164062,-1
5,350,355,0.69335938,-0.97183099
16,326,342,0.66796875,-0.90643275
43,298,341,0.66601562,-0.74780059
63,273,336,0.65625,-0.625
96,230,326,0.63671875,-0.41104294
55,289,344,0.671875,-0.68023256
62,296,358,0.69921875,-0.65363128
76,266,342,0.66796875,-0.55555556
62,293,355,0.69335938,-0.65070423
35,316,351,0.68554688,-0.8005698
47,307,354,0.69140625,-0.73446328
51,291,342,0.66796875,-0.70175439
85,251,336,0.65625,-0.49404762
73,277,350,0.68359375,-0.58285714
77,260,337,0.65820312,-0.54302671
90,261,351,0.68554688,-0.48717949
61,285,346,0.67578125,-0.64739884
96,253,349,0.68164062,-0.44985673
98,236,334,0.65234375,-0.41317365
87,241,328,0.640625,-0.4695122
92,257,349,0.68164062,-0.47277937
89,254,343,0.66992188,-0.48104956
