n_hor,n_ver,n_tot,eta,S
33,277,310,0.60546875,-0.78709677
26,288,314,0.61328125,-0.8343949
27,304,331,0.64648438,-0.83685801
4,318,322,0.62890625,-0.97515528
27,287,314,0.61328125,-0.82802548
4,318,322,0.62890625,-0.97515528
16,299,315,0.61523438,-0.8984127
14,319,333,0.65039062,-0.91591592
11,310,321,0.62695312,-0.93146417
56,261,317,0.61914062,-0.6466877
53,260,313,0.61132812,-0.66134185
13,310,323,0.63085938,-0.91950464
3,325,328,0.640625,-0.98170732
50,259,309,0.60351562,-0.6763754
57,249,306,0.59765625,-0.62745098
69,254,323,0.63085938,-0.57275542
76,228,304,0.59375,-0.5
45,265,310,0.60546875,-0.70967742
90,222,312,0.609375,-0.42307692
44,281,325,0.63476562,-0.72923077
34,283,317,0.61914062,-0.78548896
24,313,337,0.65820312,-0.85756677
31,284,315,0.61523438,-0.8031746
16,302,318,0.62109375,-0.89937107
15,299,314,0.61328125,-0.9044586
3,320,323,0.63085938,-0.98142415
21,294,315,0.61523438,-0.86666667
23,300,323,0.63085938,-0.85758514
19,297,316,0.6171875,-0.87974684
71,241,312,0.609375,-0.54487179
57,242,299,0.58398438,-0.6187291
58,256,314,0.61328125,-0.63057325
38,278,316,0.6171875,-0.75949367
63,236,299,0.58398438,-0.57859532
59,247,306,0.59765625,-0.61437908
48,267,315,0.61523438,-0.6952381
64,249,313,0.61132812,-0.59105431
64,251,315,0.61523438,-0.59365079
94,226,320,0.625,-0.4125
48,259,307,0.59960938,-0.68729642
57,255,312,0.609375,-0.63461538
66,253,319,0.62304688,-0.5862069
16,314,330,0.64453125,-0.9030303
22,290,312,0.609375,-0.85897436
36,272,308,0.6015625,-0.76623377
59,243,302,0.58984375,-0.60927152
76,238,314,0.61328125,-0.51592357
87,223,310,0.60546875,-0.43870968
81,218,299,0.58398438,-0.45819398
69,246,315,0.61523438,-0.56190476
77,252,329,0.64257812,-0.53191489
113,208,321,0.62695312,-0.29595016
105,210,315,0.61523438,-0.33333333
79,222,301,0.58789062,-0.47508306
46,268,314,0.61328125,-0.70700637
24,293,317,0.61914062,-0.84858044
19,290,309,0.60351562,-0.87702265
31,288,319,0.62304688,-0.80564263
23,286,309,0.60351562,-0.85113269
83,225,308,0.6015625,-0.46103896
38,265,303,0.59179688,-0.74917492
38,265,303,0.59179688,-0.74917492
96,216,312,0.609375,-0.38461538
116,191,307,0.59960938,-0.24429967
147,167,314,0.61328125,-0.063694268
93,204,297,0.58007812,-0.37373737
116,185,301,0.58789062,-0.22923588
159,147,306,0.59765625,0.039215686
155,148,303,0.59179688,0.02310231
207,102,309,0.60351562,0.33980583
187,121,308,0.6015625,0.21428571
221,94,315,0.61523438,0.4031746
164,142,306,0.59765625,0.071895425
185,137,322,0.62890625,0.14906832
269,58,327,0.63867188,0.64525994
290,22,312,0.609375,0.85897436
295,16,311,0.60742188,0.89710611
289,30,319,0.62304688,0.81191223
251,67,318,0.62109375,0.57861635
262,47,309,0.60351562,0.69579288
225,88,313,0.61132812,0.43769968
216,83,299,0.58398438,0.44481605
248,73,321,0.62695312,0.54517134
248,66,314,0.61328125,0.57961783
237,80,317,0.61914062,0.49526814
226,89,315,0.61523438,0.43492063
157,143,300,0.5859375,0.046666667
206,103,309,0.60351562,0.33333333
124,176,300,0.5859375,-0.17333333
56,261,317,0.61914062,-0.6466877
36,276,312,0.609375,-0.76923077
51,265,316,0.6171875,-0.67721519
18,297,315,0.61523438,-0.88571429
44,254,298,0.58203125,-0.70469799
54,261,315,0.61523438,-0.65714286
43,285,328,0.640625,-0.73780488
34,273,307,0.59960938,-0.77850163
20,300,320,0.625,-0.875
17,286,303,0.59179688,-0.88778878
27,299,326,0.63671875,-0.83435583
35,292,327,0.63867188,-0.78593272
39,284,323,0.63085938,-0.75851393
48,269,317,0.61914062,-0.69716088
72,236,308,0.6015625,-0.53246753
3,319,322,0.62890625,-0.98136646
22,304,326,0.63671875,-0.86503067
29,285,314,0.61328125,-0.81528662
21,297,318,0.62109375,-0.86792453
57,246,303,0.59179688,-0.62376238
32,281,313,0.61132812,-0.79552716
40,262,302,0.58984375,-0.73509934
30,295,325,0.63476562,-0.81538462
6,316,322,0.62890625,-0.96273292
33,275,308,0.6015625,-0.78571429
49,271,320,0.625,-0.69375
74,238,312,0.609375,-0.52564103
109,191,300,0.5859375,-0.27333333
111,205,316,0.6171875,-0.29746835
111,190,301,0.58789062,-0.26245847
92,225,317,0.61914062,-0.41955836
84,221,305,0.59570312,-0.44918033
73,244,317,0.61914062,-0.53943218
62,245,307,0.59960938,-0.59609121
70,235,305,0.59570312,-0.54098361
25,297,322,0.62890625,-0.8447205
12,309,321,0.62695312,-0.92523364
51,255,306,0.59765625,-0.66666667
44,288,332,0.6484375,-0.73493976
8,294,302,0.58984375,-0.94701987
16,312,328,0.640625,-0.90243902
43,272,315,0.61523438,-0.72698413
55,265,320,0.625,-0.65625
56,253,309,0.60351562,-0.63754045
89,227,316,0.6171875,-0.43670886
62,260,322,0.62890625,-0.61490683
88,227,315,0.61523438,-0.44126984
58,255,313,0.61132812,-0.62939297
76,241,317,0.61914062,-0.52050473
23,290,313,0.61132812,-0.85303514
46,258,304,0.59375,-0.69736842
11,290,301,0.58789062,-0.9269103
56,280,336,0.65625,-0.66666667
11,314,325,0.63476562,-0.93230769
13,306,319,0.62304688,-0.9184953
22,296,318,0.62109375,-0.86163522
21,295,316,0.6171875,-0.86708861
17,306,323,0.63085938,-0.89473684
9,327,336,0.65625,-0.94642857
14,305,319,0.62304688,-0.91222571
34,283,317,0.61914062,-0.78548896
70,232,302,0.58984375,-0.53642384
81,238,319,0.62304688,-0.49216301
81,225,306,0.59765625,-0.47058824
59,254,313,0.61132812,-0.62300319
32,279,311,0.60742188,-0.79421222
23,290,313,0.61132812,-0.85303514
7,303,310,0.60546875,-0.95483871
20,297,317,0.61914062,-0.87381703
18,293,311,0.60742188,-0.88424437
6,306,312,0.609375,-0.96153846
1,322,323,0.63085938,-0.99380805
7,314,321,0.62695312,-0.95638629
12,304,316,0.6171875,-0.92405063
13,299,312,0.609375,-0.91666667
11,307,318,0.62109375,-0.93081761
22,302,324,0.6328125,-0.86419753
74,245,319,0.62304688,-0.53605016
95,216,311,0.60742188,-0.38906752
123,191,314,0.61328125,-0.21656051
173,133,306,0.59765625,0.13071895
146,155,301,0.58789062,-0.029900332
106,212,318,0.62109375,-0.33333333
124,188,312,0.609375,-0.20512821
58,264,322,0.62890625,-0.63975155
60,252,312,0.609375,-0.61538462
22,303,325,0.63476562,-0.86461538
10,298,308,0.6015625,-0.93506494
7,308,315,0.61523438,-0.95555556
44,273,317,0.61914062,-0.72239748
72,249,321,0.62695312,-0.55140187
34,288,322,0.62890625,-0.78881988
71,233,304,0.59375,-0.53289474
47,267,314,0.61328125,-0.70063694
29,290,319,0.62304688,-0.81818182
21,303,324,0.6328125,-0.87037037
58,258,316,0.6171875,-0.63291139
54,269,323,0.63085938,-0.66563467
55,273,328,0.640625,-0.66463415
86,221,307,0.59960938,-0.43973941
87,223,310,0.60546875,-0.43870968
122,202,324,0.6328125,-0.24691358
136,170,306,0.59765625,-0.11111111
175,131,306,0.59765625,0.14379085
211,93,304,0.59375,0.38815789
168,136,304,0.59375,0.10526316
171,143,314,0.61328125,0.089171975
94,229,323,0.63085938,-0.41795666
101,226,327,0.63867188,-0.382263
127,183,310,0.60546875,-0.18064516
171,138,309,0.60351562,0.10679612
158,164,322,0.62890625,-0.01863354
112,209,321,0.62695312,-0.30218069
106,195,301,0.58789062,-0.29568106
168,143,311,0.60742188,0.080385852
163,140,303,0.59179688,0.075907591
143,156,299,0.58398438,-0.043478261
135,183,318,0.62109375,-0.1509434
190,118,308,0.6015625,0.23376623
261,66,327,0.63867188,0.59633028
283,35,318,0.62109375,0.77987421
302,25,327,0.63867188,0.8470948
277,47,324,0.6328125,0.70987654
265,41,306,0.59765625,0.73202614
290,20,310,0.60546875,0.87096774
297,13,310,0.60546875,0.91612903
283,39,322,0.62890625,0.75776398
293,29,322,0.62890625,0.81987578
314,15,329,0.64257812,0.90881459
278,33,311,0.60742188,0.78778135
293,16,309,0.60351562,0.89644013
289,27,316,0.6171875,0.82911392
271,37,308,0.6015625,0.75974026
210,104,314,0.61328125,0.33757962
209,98,307,0.59960938,0.36156352
248,73,321,0.62695312,0.54517134
268,47,315,0.61523438,0.7015873
319,6,325,0.63476562,0.96307692
321,4,325,0.63476562,0.97538462
265,41,306,0.59765625,0.73202614
276,30,306,0.59765625,0.80392157
295,27,322,0.62890625,0.83229814
292,23,315,0.61523438,0.85396825
302,20,322,0.62890625,0.8757764
270,45,315,0.61523438,0.71428571
294,28,322,0.62890625,0.82608696
260,55,315,0.61523438,0.65079365
213,89,302,0.58984375,0.41059603
266,55,321,0.62695312,0.65732087
295,21,316,0.6171875,0.86708861
275,37,312,0.609375,0.76282051
285,30,315,0.61523438,0.80952381
295,18,313,0.61132812,0.88498403
273,39,312,0.609375,0.75
231,88,319,0.62304688,0.44827586
256,63,319,0.62304688,0.60501567
242,65,307,0.59960938,0.57654723
239,79,318,0.62109375,0.50314465
187,113,300,0.5859375,0.24666667
244,63,307,0.59960938,0.58957655
237,62,299,0.58398438,0.58528428
252,53,305,0.59570312,0.65245902
194,109,303,0.59179688,0.28052805
131,189,320,0.625,-0.18125
132,185,317,0.61914062,-0.16719243
151,166,317,0.61914062,-0.047318612
120,192,312,0.609375,-0.23076923
121,192,313,0.61132812,-0.22683706
110,201,311,0.60742188,-0.2926045
76,232,308,0.6015625,-0.50649351
67,253,320,0.625,-0.58125
52,256,308,0.6015625,-0.66233766
62,250,312,0.609375,-0.6025641
92,207,299,0.58398438,-0.38461538
70,242,312,0.609375,-0.55128205
116,197,313,0.61132812,-0.25878594
104,207,311,0.60742188,-0.33118971
76,237,313,0.61132812,-0.514377
153,153,306,0.59765625,0
155,159,314,0.61328125,-0.012738854
188,128,316,0.6171875,0.18987342
106,213,319,0.62304688,-0.3354232
92,202,294,0.57421875,-0.37414966
94,219,313,0.61132812,-0.39936102
42,284,326,0.63671875,-0.74233129
24,291,315,0.61523438,-0.84761905
49,256,305,0.59570312,-0.67868852
28,279,307,0.59960938,-0.81758958
14,298,312,0.609375,-0.91025641
22,293,315,0.61523438,-0.86031746
28,276,304,0.59375,-0.81578947
64,246,310,0.60546875,-0.58709677
36,280,316,0.6171875,-0.7721519
46,283,329,0.64257812,-0.72036474
33,292,325,0.63476562,-0.79692308
32,274,306,0.59765625,-0.79084967
90,229,319,0.62304688,-0.43573668
45,260,305,0.59570312,-0.70491803
35,270,305,0.59570312,-0.7704918
0,323,323,0.63085938,-1
26,303,329,0.64257812,-0.84194529
15,298,313,0.61132812,-0.90415335
67,250,317,0.61914062,-0.57728707
81,237,318,0.62109375,-0.49056604
80,241,321,0.62695312,-0.50155763
27,284,311,0.60742188,-0.82636656
27,293,320,0.625,-0.83125
39,276,315,0.61523438,-0.75238095
38,287,325,0.63476562,-0.76615385
46,258,304,0.59375,-0.69736842
94,231,325,0.63476562,-0.42153846
90,212,302,0.58984375,-0.40397351
133,193,326,0.63671875,-0.18404908
80,236,316,0.6171875,-0.49367089
65,245,310,0.60546875,-0.58064516
93,214,307,0.59960938,-0.39413681
154,149,303,0.59179688,0.01650165
197,128,325,0.63476562,0.21230769
210,102,312,0.609375,0.34615385
186,131,317,0.61914062,0.17350158
182,125,307,0.59960938,0.18566775
199,99,298,0.58203125,0.33557047
256,61,317,0.61914062,0.61514196
266,42,308,0.6015625,0.72727273
275,26,301,0.58789062,0.82724252
286,36,322,0.62890625,0.77639752
309,15,324,0.6328125,0.90740741
293,24,317,0.61914062,0.84858044
285,31,316,0.6171875,0.80379747
313,14,327,0.63867188,0.91437309
259,54,313,0.61132812,0.65495208
249,51,300,0.5859375,0.66
285,37,322,0.62890625,0.77018634
200,103,303,0.59179688,0.32013201
262,52,314,0.61328125,0.66878981
213,101,314,0.61328125,0.3566879
259,51,310,0.60546875,0.67096774
266,41,307,0.59960938,0.73289902
275,39,314,0.61328125,0.75159236
215,96,311,0.60742188,0.38263666
235,66,301,0.58789062,0.56146179
299,22,321,0.62695312,0.86292835
315,12,327,0.63867188,0.9266055
281,25,306,0.59765625,0.83660131
290,25,315,0.61523438,0.84126984
306,14,320,0.625,0.9125
293,20,313,0.61132812,0.87220447
253,53,306,0.59765625,0.65359477
281,43,324,0.6328125,0.7345679
329,4,333,0.65039062,0.97597598
247,54,301,0.58789062,0.64119601
199,106,305,0.59570312,0.30491803
222,87,309,0.60351562,0.4368932
276,34,310,0.60546875,0.78064516
267,58,325,0.63476562,0.64307692
241,66,307,0.59960938,0.57003257
254,54,308,0.6015625,0.64935065
263,47,310,0.60546875,0.69677419
263,47,310,0.60546875,0.69677419
228,79,307,0.59960938,0.48534202
233,93,326,0.63671875,0.42944785
210,90,300,0.5859375,0.4
224,93,317,0.61914062,0.41324921
237,75,312,0.609375,0.51923077
258,55,313,0.61132812,0.6485623
233,76,309,0.60351562,0.50809061
324,1,325,0.63476562,0.99384615
291,21,312,0.609375,0.86538462
286,38,324,0.6328125,0.7654321
236,71,307,0.59960938,0.53745928
289,33,322,0.62890625,0.79503106
313,4,317,0.61914062,0.97476341
255,54,309,0.60351562,0.65048544
269,41,310,0.60546875,0.73548387
227,85,312,0.609375,0.45512821
233,87,320,0.625,0.45625
244,79,323,0.63085938,0.51083591
292,37,329,0.64257812,0.77507599
271,34,305,0.59570312,0.77704918
278,27,305,0.59570312,0.82295082
298,27,325,0.63476562,0.83384615
308,17,325,0.63476562,0.89538462
277,33,310,0.60546875,0.78709677
314,23,337,0.65820312,0.86350148
319,17,336,0.65625,0.89880952
324,2,326,0.63671875,0.98773006
320,1,321,0.62695312,0.99376947
314,7,321,0.62695312,0.95638629
292,20,312,0.609375,0.87179487
258,52,310,0.60546875,0.66451613
311,17,328,0.640625,0.89634146
255,50,305,0.59570312,0.67213115
272,35,307,0.59960938,0.77198697
287,31,318,0.62109375,0.80503145
299,15,314,0.61328125,0.9044586
309,15,324,0.6328125,0.90740741
316,12,328,0.640625,0.92682927
314,6,320,0.625,0.9625
228,81,309,0.60351562,0.47572816
204,112,316,0.6171875,0.29113924
181,136,317,0.61914062,0.14195584
138,173,311,0.60742188,-0.11254019
118,195,313,0.61132812,-0.24600639
151,161,312,0.609375,-0.032051282
150,160,310,0.60546875,-0.032258065
151,154,305,0.59570312,-0.0098360656
145,161,306,0.59765625,-0.052287582
139,167,306,0.59765625,-0.091503268
149,170,319,0.62304688,-0.065830721
99,205,304,0.59375,-0.34868421
152,162,314,0.61328125,-0.031847134
168,147,315,0.61523438,0.066666667
97,207,304,0.59375,-0.36184211
130,166,296,0.578125,-0.12162162
150,160,310,0.60546875,-0.032258065
147,163,310,0.60546875,-0.051612903
111,206,317,0.61914062,-0.29968454
142,178,320,0.625,-0.1125
214,99,313,0.61132812,0.36741214
234,72,306,0.59765625,0.52941176
307,6,313,0.61132812,0.96166134
303,20,323,0.63085938,0.87616099
298,34,332,0.6484375,0.79518072
266,53,319,0.62304688,0.6677116
294,18,312,0.609375,0.88461538
308,15,323,0.63085938,0.90712074
249,65,314,0.61328125,0.58598726
282,42,324,0.6328125,0.74074074
300,24,324,0.6328125,0.85185185
262,58,320,0.625,0.6375
